id	userid	steps	z	trials	created_at	updated_at
927	9eb0d040ef	33	-0.21	10	2023-06-05 04:04:40	2023-06-05 04:04:40
928	9eb0d040ef	26	0.28	10	2023-06-05 04:05:00	2023-06-05 04:05:00
929	9eb0d040ef	27	0.21	10	2023-06-05 04:05:23	2023-06-05 04:05:23
930	9eb0d040ef	27	0.21	10	2023-06-05 04:06:00	2023-06-05 04:06:00
931	9eb0d040ef	32	-0.14	10	2023-06-05 04:06:23	2023-06-05 04:06:23
932	9eb0d040ef	28	0.14	10	2023-06-05 04:06:44	2023-06-05 04:06:44
933	9eb0d040ef	31	-0.07	10	2023-06-05 04:07:07	2023-06-05 04:07:07
934	9eb0d040ef	36	-0.42	10	2023-06-05 04:07:31	2023-06-05 04:07:31
935	9eb0d040ef	32	-0.14	10	2023-06-05 04:07:55	2023-06-05 04:07:55
936	9eb0d040ef	35	-0.35	10	2023-06-05 04:08:21	2023-06-05 04:08:21
937	9eb0d040ef	34	-0.28	10	2023-06-05 04:08:47	2023-06-05 04:08:47
938	9eb0d040ef	30	0.00	10	2023-06-05 04:09:11	2023-06-05 04:09:11
939	9eb0d040ef	29	0.07	10	2023-06-05 04:09:34	2023-06-05 04:09:34
940	9eb0d040ef	25	0.35	10	2023-06-05 04:10:14	2023-06-05 04:10:14
941	9eb0d040ef	32	-0.14	10	2023-06-05 04:10:43	2023-06-05 04:10:43
942	9eb0d040ef	28	0.14	10	2023-06-05 04:11:04	2023-06-05 04:11:04
943	9eb0d040ef	28	0.14	10	2023-06-05 04:11:26	2023-06-05 04:11:26
944	e62733e006	33	-0.21	10	2023-06-05 04:22:36	2023-06-05 04:22:36
945	e62733e006	26	0.28	10	2023-06-05 04:31:05	2023-06-05 04:31:05
946	fff8c30e58	32	-0.14	10	2023-06-05 13:58:02	2023-06-05 13:58:02
947	fff8c30e58	20	0.71	10	2023-06-05 13:58:20	2023-06-05 13:58:20
948	07d6265486	29	0.07	10	2023-06-05 15:35:37	2023-06-05 15:35:37
949	07d6265486	28	0.14	10	2023-06-05 15:57:43	2023-06-05 15:57:43
950	07d6265486	33	-0.21	10	2023-06-05 16:53:53	2023-06-05 16:53:53
951	07d6265486	25	0.35	10	2023-06-05 21:31:33	2023-06-05 21:31:33
952	fff8c30e58	40	-0.71	10	2023-06-06 13:54:09	2023-06-06 13:54:09
953	fff8c30e58	31	-0.07	10	2023-06-06 13:54:37	2023-06-06 13:54:37
954	fff8c30e58	31	-0.07	10	2023-06-06 13:55:02	2023-06-06 13:55:02
955	fff8c30e58	33	-0.21	10	2023-06-06 14:02:00	2023-06-06 14:02:00
956	07d6265486	30	0.00	10	2023-06-07 02:09:17	2023-06-07 02:09:17
957	9eb0d040ef	38	-0.57	10	2023-06-07 02:47:35	2023-06-07 02:47:35
958	9eb0d040ef	23	0.49	10	2023-06-07 02:48:00	2023-06-07 02:48:00
959	9eb0d040ef	35	-0.35	10	2023-06-07 02:48:48	2023-06-07 02:48:48
960	9eb0d040ef	27	0.21	10	2023-06-07 02:49:12	2023-06-07 02:49:12
961	9eb0d040ef	33	-0.21	10	2023-06-07 02:49:43	2023-06-07 02:49:43
962	9eb0d040ef	32	-0.14	10	2023-06-07 02:50:12	2023-06-07 02:50:12
963	9eb0d040ef	30	0.00	10	2023-06-07 02:50:37	2023-06-07 02:50:37
964	9eb0d040ef	38	-0.57	10	2023-06-07 02:51:08	2023-06-07 02:51:08
965	9eb0d040ef	36	-0.42	10	2023-06-07 02:51:38	2023-06-07 02:51:38
966	9eb0d040ef	29	0.07	10	2023-06-07 02:52:02	2023-06-07 02:52:02
967	9eb0d040ef	31	-0.07	10	2023-06-07 02:52:29	2023-06-07 02:52:29
968	9eb0d040ef	35	-0.35	10	2023-06-07 02:52:55	2023-06-07 02:52:55
969	9eb0d040ef	33	-0.21	10	2023-06-07 03:18:37	2023-06-07 03:18:37
970	9eb0d040ef	26	0.28	10	2023-06-07 03:18:58	2023-06-07 03:18:58
971	9eb0d040ef	29	0.07	10	2023-06-07 03:19:21	2023-06-07 03:19:21
972	9eb0d040ef	30	0.00	10	2023-06-07 03:19:45	2023-06-07 03:19:45
973	9eb0d040ef	30	0.00	10	2023-06-07 03:20:09	2023-06-07 03:20:09
974	9eb0d040ef	28	0.14	10	2023-06-07 03:20:30	2023-06-07 03:20:30
975	9eb0d040ef	29	0.07	10	2023-06-07 03:21:07	2023-06-07 03:21:07
976	9eb0d040ef	21	0.64	10	2023-06-07 03:21:27	2023-06-07 03:21:27
977	9eb0d040ef	31	-0.07	10	2023-06-07 03:22:07	2023-06-07 03:22:07
978	9eb0d040ef	36	-0.42	10	2023-06-07 03:22:36	2023-06-07 03:22:36
979	9eb0d040ef	34	-0.28	10	2023-06-07 03:23:01	2023-06-07 03:23:01
980	9eb0d040ef	32	-0.14	10	2023-06-07 03:23:28	2023-06-07 03:23:28
981	9eb0d040ef	33	-0.21	10	2023-06-07 03:23:54	2023-06-07 03:23:54
982	9eb0d040ef	28	0.14	10	2023-06-07 03:24:18	2023-06-07 03:24:18
983	9eb0d040ef	31	-0.07	10	2023-06-07 03:24:41	2023-06-07 03:24:41
984	9eb0d040ef	32	-0.14	10	2023-06-07 03:25:06	2023-06-07 03:25:06
985	9eb0d040ef	24	0.42	10	2023-06-07 03:25:25	2023-06-07 03:25:25
986	9eb0d040ef	27	0.21	10	2023-06-07 03:25:47	2023-06-07 03:25:47
987	9eb0d040ef	24	0.42	10	2023-06-07 03:26:08	2023-06-07 03:26:08
988	9eb0d040ef	36	-0.42	10	2023-06-07 03:26:46	2023-06-07 03:26:46
989	9eb0d040ef	26	0.28	10	2023-06-07 03:27:10	2023-06-07 03:27:10
990	9eb0d040ef	23	0.49	10	2023-06-07 03:27:30	2023-06-07 03:27:30
991	9eb0d040ef	27	0.21	10	2023-06-07 03:28:00	2023-06-07 03:28:00
992	9eb0d040ef	40	-0.71	10	2023-06-07 03:28:28	2023-06-07 03:28:28
993	6865be8b3a	51	-1.48	10	2023-06-08 08:41:52	2023-06-08 08:41:52
994	6865be8b3a	31	-0.07	10	2023-06-08 08:46:32	2023-06-08 08:46:32
995	6865be8b3a	33	-0.21	10	2023-06-08 08:50:32	2023-06-08 08:50:32
996	fff8c30e58	25	0.35	10	2023-06-08 14:12:01	2023-06-08 14:12:01
997	0eba3300a3	36	-0.42	10	2023-06-09 02:26:07	2023-06-09 02:26:07
998	8d382113e6	32	-0.14	10	2023-06-09 02:51:43	2023-06-09 02:51:43
999	a5311eec87	28	0.14	10	2023-06-09 07:52:28	2023-06-09 07:52:28
1000	c7391ec6fe	24	0.42	10	2023-06-09 07:53:46	2023-06-09 07:53:46
1001	c7391ec6fe	33	-0.21	10	2023-06-09 07:55:30	2023-06-09 07:55:30
1002	c7391ec6fe	26	0.28	10	2023-06-09 07:59:39	2023-06-09 07:59:39
1003	c7391ec6fe	38	-0.57	10	2023-06-09 08:01:17	2023-06-09 08:01:17
1004	8f75ebcd08	35	-0.35	10	2023-06-09 11:12:20	2023-06-09 11:12:20
1005	52b84ac23f	28	0.14	10	2023-06-09 11:51:28	2023-06-09 11:51:28
1006	52b84ac23f	32	-0.14	10	2023-06-09 11:52:25	2023-06-09 11:52:25
1007	52b84ac23f	33	-0.21	10	2023-06-09 11:53:17	2023-06-09 11:53:17
1008	52b84ac23f	36	-0.42	10	2023-06-09 11:54:15	2023-06-09 11:54:15
1009	945e8bb049	31	-0.07	10	2023-06-09 12:20:07	2023-06-09 12:20:07
1010	c7391ec6fe	30	0.00	10	2023-06-09 13:33:07	2023-06-09 13:33:07
1011	c7391ec6fe	34	-0.28	10	2023-06-09 13:34:12	2023-06-09 13:34:12
1012	c7391ec6fe	31	-0.07	10	2023-06-09 13:35:00	2023-06-09 13:35:00
1013	c7391ec6fe	36	-0.42	10	2023-06-09 13:35:52	2023-06-09 13:35:52
1014	c7391ec6fe	28	0.14	10	2023-06-09 13:47:45	2023-06-09 13:47:45
1015	fff8c30e58	36	-0.42	10	2023-06-09 14:03:39	2023-06-09 14:03:39
1016	fff8c30e58	30	0.00	10	2023-06-09 14:06:21	2023-06-09 14:06:21
1017	20c6cf9b66	37	-0.49	10	2023-06-09 17:43:25	2023-06-09 17:43:25
1018	59b5d6e957	34	-0.28	10	2023-06-09 17:43:57	2023-06-09 17:43:57
1019	2d87584287	32	-0.14	10	2023-06-09 19:20:42	2023-06-09 19:20:42
1020	2d87584287	31	-0.07	10	2023-06-09 19:21:46	2023-06-09 19:21:46
1021	82d9256209	29	0.07	10	2023-06-09 21:50:14	2023-06-09 21:50:14
1022	82d9256209	30	0.00	10	2023-06-09 22:06:28	2023-06-09 22:06:28
1023	82d9256209	32	-0.14	10	2023-06-09 22:07:28	2023-06-09 22:07:28
1024	82d9256209	33	-0.21	10	2023-06-09 22:08:23	2023-06-09 22:08:23
1025	82d9256209	30	0.00	10	2023-06-09 22:09:11	2023-06-09 22:09:11
1026	20c6cf9b66	39	-0.64	10	2023-06-10 00:26:40	2023-06-10 00:26:40
1027	20c6cf9b66	30	0.00	10	2023-06-10 00:27:55	2023-06-10 00:27:55
1028	9eb0d040ef	37	-0.49	10	2023-06-10 00:55:43	2023-06-10 00:55:43
1029	9eb0d040ef	29	0.07	10	2023-06-10 00:56:06	2023-06-10 00:56:06
1030	9eb0d040ef	29	0.07	10	2023-06-10 00:56:31	2023-06-10 00:56:31
1031	9eb0d040ef	34	-0.28	10	2023-06-10 00:56:57	2023-06-10 00:56:57
1032	9eb0d040ef	39	-0.64	10	2023-06-10 00:57:24	2023-06-10 00:57:24
1033	9eb0d040ef	26	0.28	10	2023-06-10 00:57:44	2023-06-10 00:57:44
1034	9eb0d040ef	35	-0.35	10	2023-06-10 00:58:10	2023-06-10 00:58:10
1035	9eb0d040ef	36	-0.42	10	2023-06-10 00:58:38	2023-06-10 00:58:38
1036	59b5d6e957	28	0.14	10	2023-06-10 06:14:57	2023-06-10 06:14:57
1037	59b5d6e957	30	0.00	10	2023-06-10 06:15:45	2023-06-10 06:15:45
1038	59b5d6e957	33	-0.21	10	2023-06-10 06:16:42	2023-06-10 06:16:42
1039	59b5d6e957	25	0.35	10	2023-06-10 06:17:39	2023-06-10 06:17:39
1040	59b5d6e957	30	0.00	10	2023-06-10 06:18:36	2023-06-10 06:18:36
1041	59b5d6e957	31	-0.07	10	2023-06-10 06:19:20	2023-06-10 06:19:20
1042	59b5d6e957	25	0.35	10	2023-06-10 06:20:10	2023-06-10 06:20:10
1043	59b5d6e957	43	-0.92	10	2023-06-10 11:30:14	2023-06-10 11:30:14
1044	59b5d6e957	29	0.07	10	2023-06-10 11:31:07	2023-06-10 11:31:07
1045	59b5d6e957	30	0.00	10	2023-06-10 11:32:11	2023-06-10 11:32:11
1046	59b5d6e957	34	-0.28	10	2023-06-10 11:33:10	2023-06-10 11:33:10
1047	59b5d6e957	24	0.42	10	2023-06-10 11:34:11	2023-06-10 11:34:11
1048	59b5d6e957	24	0.42	10	2023-06-10 12:24:39	2023-06-10 12:24:39
1049	59b5d6e957	32	-0.14	10	2023-06-10 12:26:47	2023-06-10 12:26:47
1050	59b5d6e957	35	-0.35	10	2023-06-10 12:27:48	2023-06-10 12:27:48
1051	59b5d6e957	32	-0.14	10	2023-06-10 12:28:40	2023-06-10 12:28:40
1052	59b5d6e957	33	-0.21	10	2023-06-10 12:29:28	2023-06-10 12:29:28
1053	59b5d6e957	27	0.21	10	2023-06-10 12:30:11	2023-06-10 12:30:11
1054	59b5d6e957	31	-0.07	10	2023-06-10 12:31:06	2023-06-10 12:31:06
1055	59b5d6e957	32	-0.14	10	2023-06-10 12:32:00	2023-06-10 12:32:00
1056	59b5d6e957	35	-0.35	10	2023-06-10 12:33:01	2023-06-10 12:33:01
1057	59b5d6e957	23	0.49	10	2023-06-10 12:33:40	2023-06-10 12:33:40
1058	59b5d6e957	29	0.07	10	2023-06-10 12:34:28	2023-06-10 12:34:28
1059	fff8c30e58	29	0.07	10	2023-06-10 14:28:53	2023-06-10 14:28:53
1060	59b5d6e957	26	0.28	10	2023-06-10 15:05:00	2023-06-10 15:05:00
1061	59b5d6e957	26	0.28	10	2023-06-10 15:05:57	2023-06-10 15:05:57
1062	59b5d6e957	31	-0.07	10	2023-06-10 15:07:07	2023-06-10 15:07:07
1063	59b5d6e957	29	0.07	10	2023-06-10 15:08:04	2023-06-10 15:08:04
1064	59b5d6e957	35	-0.35	10	2023-06-10 15:09:12	2023-06-10 15:09:12
1065	59b5d6e957	28	0.14	10	2023-06-10 15:10:22	2023-06-10 15:10:22
1066	59b5d6e957	29	0.07	10	2023-06-10 15:11:15	2023-06-10 15:11:15
1067	59b5d6e957	31	-0.07	10	2023-06-10 15:12:24	2023-06-10 15:12:24
1068	59b5d6e957	24	0.42	10	2023-06-10 15:13:01	2023-06-10 15:13:01
1069	59b5d6e957	33	-0.21	10	2023-06-10 19:10:50	2023-06-10 19:10:50
1070	59b5d6e957	22	0.57	10	2023-06-10 19:11:34	2023-06-10 19:11:34
1071	59b5d6e957	30	0.00	10	2023-06-10 19:12:40	2023-06-10 19:12:40
1072	59b5d6e957	34	-0.28	10	2023-06-10 19:13:51	2023-06-10 19:13:51
1073	59b5d6e957	34	-0.28	10	2023-06-10 19:15:04	2023-06-10 19:15:04
1074	59b5d6e957	34	-0.28	10	2023-06-10 19:16:05	2023-06-10 19:16:05
1075	59b5d6e957	39	-0.64	10	2023-06-10 19:17:12	2023-06-10 19:17:12
1076	59b5d6e957	39	-0.64	10	2023-06-10 19:18:03	2023-06-10 19:18:03
1077	59b5d6e957	24	0.42	10	2023-06-10 19:18:54	2023-06-10 19:18:54
1078	59b5d6e957	29	0.07	10	2023-06-10 19:19:55	2023-06-10 19:19:55
1079	59b5d6e957	30	0.00	10	2023-06-10 19:20:51	2023-06-10 19:20:51
1080	59b5d6e957	34	-0.28	10	2023-06-10 19:22:02	2023-06-10 19:22:02
1081	59b5d6e957	28	0.14	10	2023-06-10 19:22:49	2023-06-10 19:22:49
1082	59b5d6e957	23	0.49	10	2023-06-10 19:23:40	2023-06-10 19:23:40
1083	59b5d6e957	29	0.07	10	2023-06-10 19:24:47	2023-06-10 19:24:47
1084	59b5d6e957	33	-0.21	10	2023-06-10 19:25:47	2023-06-10 19:25:47
1085	59b5d6e957	39	-0.64	10	2023-06-10 19:26:58	2023-06-10 19:26:58
1086	59b5d6e957	31	-0.07	10	2023-06-10 19:27:44	2023-06-10 19:27:44
1087	59b5d6e957	28	0.14	10	2023-06-10 19:28:22	2023-06-10 19:28:22
1088	59b5d6e957	29	0.07	10	2023-06-10 19:29:06	2023-06-10 19:29:06
1089	59b5d6e957	31	-0.07	10	2023-06-10 19:52:55	2023-06-10 19:52:55
1090	59b5d6e957	28	0.14	10	2023-06-10 19:53:49	2023-06-10 19:53:49
1091	59b5d6e957	30	0.00	10	2023-06-10 19:54:54	2023-06-10 19:54:54
1092	59b5d6e957	32	-0.14	10	2023-06-10 19:55:51	2023-06-10 19:55:51
1093	59b5d6e957	26	0.28	10	2023-06-10 19:56:36	2023-06-10 19:56:36
1094	59b5d6e957	35	-0.35	10	2023-06-10 19:57:34	2023-06-10 19:57:34
1095	59b5d6e957	26	0.28	10	2023-06-10 20:19:43	2023-06-10 20:19:43
1096	59b5d6e957	33	-0.21	10	2023-06-11 04:15:01	2023-06-11 04:15:01
1097	59b5d6e957	35	-0.35	10	2023-06-11 04:16:05	2023-06-11 04:16:05
1098	59b5d6e957	41	-0.78	10	2023-06-11 04:17:05	2023-06-11 04:17:05
1099	20c6cf9b66	32	-0.14	10	2023-06-11 04:20:53	2023-06-11 04:20:53
1100	59b5d6e957	24	0.42	10	2023-06-11 04:21:29	2023-06-11 04:21:29
1101	59b5d6e957	31	-0.07	10	2023-06-11 04:22:41	2023-06-11 04:22:41
1102	59b5d6e957	29	0.07	10	2023-06-11 04:23:50	2023-06-11 04:23:50
1103	59b5d6e957	32	-0.14	10	2023-06-11 04:24:58	2023-06-11 04:24:58
1104	59b5d6e957	35	-0.35	10	2023-06-11 04:26:14	2023-06-11 04:26:14
1105	20c6cf9b66	23	0.49	10	2023-06-11 04:27:02	2023-06-11 04:27:02
1106	59b5d6e957	33	-0.21	10	2023-06-11 04:27:12	2023-06-11 04:27:12
1107	59b5d6e957	29	0.07	10	2023-06-11 04:27:50	2023-06-11 04:27:50
1108	59b5d6e957	32	-0.14	10	2023-06-11 04:28:42	2023-06-11 04:28:42
1109	59b5d6e957	28	0.14	10	2023-06-11 04:29:26	2023-06-11 04:29:26
1110	59b5d6e957	31	-0.07	10	2023-06-11 04:30:17	2023-06-11 04:30:17
1111	59b5d6e957	32	-0.14	10	2023-06-11 04:31:02	2023-06-11 04:31:02
1112	59b5d6e957	36	-0.42	10	2023-06-11 04:31:53	2023-06-11 04:31:53
1113	59b5d6e957	28	0.14	10	2023-06-11 04:32:32	2023-06-11 04:32:32
1114	59b5d6e957	31	-0.07	10	2023-06-11 04:33:18	2023-06-11 04:33:18
1115	59b5d6e957	30	0.00	10	2023-06-11 04:33:59	2023-06-11 04:33:59
1116	59b5d6e957	30	0.00	10	2023-06-11 04:34:43	2023-06-11 04:34:43
1117	59b5d6e957	26	0.28	10	2023-06-11 04:40:41	2023-06-11 04:40:41
1118	59b5d6e957	19	0.78	10	2023-06-11 04:41:31	2023-06-11 04:41:31
1119	59b5d6e957	35	-0.35	10	2023-06-11 04:42:51	2023-06-11 04:42:51
1120	59b5d6e957	38	-0.57	10	2023-06-11 04:43:51	2023-06-11 04:43:51
1121	59b5d6e957	25	0.35	10	2023-06-11 04:44:47	2023-06-11 04:44:47
1122	59b5d6e957	26	0.28	10	2023-06-11 04:45:42	2023-06-11 04:45:42
1123	59b5d6e957	26	0.28	10	2023-06-11 04:46:50	2023-06-11 04:46:50
1124	59b5d6e957	31	-0.07	10	2023-06-11 04:48:28	2023-06-11 04:48:28
1125	59b5d6e957	25	0.35	10	2023-06-11 04:49:24	2023-06-11 04:49:24
1126	8cc2bc8742	32	-0.14	10	2023-06-11 05:48:36	2023-06-11 05:48:36
1127	59b5d6e957	35	-0.35	10	2023-06-11 06:15:53	2023-06-11 06:15:53
1128	59b5d6e957	32	-0.14	10	2023-06-11 06:17:18	2023-06-11 06:17:18
1129	59b5d6e957	30	0.00	10	2023-06-11 06:18:32	2023-06-11 06:18:32
1130	59b5d6e957	30	0.00	10	2023-06-11 06:19:46	2023-06-11 06:19:46
1131	59b5d6e957	25	0.35	10	2023-06-11 06:20:49	2023-06-11 06:20:49
1132	59b5d6e957	37	-0.49	10	2023-06-11 06:21:57	2023-06-11 06:21:57
1133	59b5d6e957	29	0.07	10	2023-06-11 06:23:56	2023-06-11 06:23:56
1134	59b5d6e957	36	-0.42	10	2023-06-11 06:25:11	2023-06-11 06:25:11
1135	59b5d6e957	26	0.28	10	2023-06-11 06:26:09	2023-06-11 06:26:09
1136	59b5d6e957	27	0.21	10	2023-06-11 06:27:13	2023-06-11 06:27:13
1137	59b5d6e957	33	-0.21	10	2023-06-11 06:28:12	2023-06-11 06:28:12
1138	59b5d6e957	40	-0.71	10	2023-06-11 06:29:01	2023-06-11 06:29:01
1139	59b5d6e957	33	-0.21	10	2023-06-11 06:29:50	2023-06-11 06:29:50
1140	59b5d6e957	33	-0.21	10	2023-06-11 06:30:43	2023-06-11 06:30:43
1141	59b5d6e957	25	0.35	10	2023-06-11 06:31:20	2023-06-11 06:31:20
1142	59b5d6e957	23	0.49	10	2023-06-11 06:32:01	2023-06-11 06:32:01
1143	59b5d6e957	15	1.06	10	2023-06-11 06:32:31	2023-06-11 06:32:31
1144	59b5d6e957	35	-0.35	10	2023-06-11 06:33:38	2023-06-11 06:33:38
1145	59b5d6e957	28	0.14	10	2023-06-11 06:34:38	2023-06-11 06:34:38
1146	fff8c30e58	33	-0.21	10	2023-06-11 12:49:17	2023-06-11 12:49:17
1147	fff8c30e58	22	0.57	10	2023-06-11 12:49:39	2023-06-11 12:49:39
1148	59b5d6e957	35	-0.35	10	2023-06-11 14:04:20	2023-06-11 14:04:20
1149	59b5d6e957	31	-0.07	10	2023-06-11 14:05:27	2023-06-11 14:05:27
1150	59b5d6e957	31	-0.07	10	2023-06-11 14:06:35	2023-06-11 14:06:35
1151	59b5d6e957	25	0.35	10	2023-06-11 14:07:50	2023-06-11 14:07:50
1152	59b5d6e957	30	0.00	10	2023-06-11 14:09:01	2023-06-11 14:09:01
1153	59b5d6e957	36	-0.42	10	2023-06-11 14:10:10	2023-06-11 14:10:10
1154	59b5d6e957	30	0.00	10	2023-06-11 14:11:03	2023-06-11 14:11:03
1155	59b5d6e957	23	0.49	10	2023-06-11 14:12:05	2023-06-11 14:12:05
1156	59b5d6e957	28	0.14	10	2023-06-11 14:13:06	2023-06-11 14:13:06
1157	59b5d6e957	28	0.14	10	2023-06-11 14:14:14	2023-06-11 14:14:14
1158	20c6cf9b66	31	-0.07	10	2023-06-11 15:51:47	2023-06-11 15:51:47
1159	20c6cf9b66	38	-0.57	10	2023-06-11 16:01:04	2023-06-11 16:01:04
1160	20c6cf9b66	27	0.21	10	2023-06-11 16:18:25	2023-06-11 16:18:25
1161	20c6cf9b66	36	-0.42	10	2023-06-11 16:19:50	2023-06-11 16:19:50
1162	20c6cf9b66	28	0.14	10	2023-06-11 16:21:05	2023-06-11 16:21:05
1163	20c6cf9b66	30	0.00	10	2023-06-11 16:22:11	2023-06-11 16:22:11
1164	20c6cf9b66	31	-0.07	10	2023-06-11 16:23:11	2023-06-11 16:23:11
1165	20c6cf9b66	32	-0.14	10	2023-06-11 16:24:27	2023-06-11 16:24:27
1166	20c6cf9b66	36	-0.42	10	2023-06-11 16:25:40	2023-06-11 16:25:40
1167	20c6cf9b66	28	0.14	10	2023-06-11 16:26:36	2023-06-11 16:26:36
1168	20c6cf9b66	26	0.28	10	2023-06-11 16:27:35	2023-06-11 16:27:35
1169	20c6cf9b66	36	-0.42	10	2023-06-11 16:28:38	2023-06-11 16:28:38
1170	20c6cf9b66	31	-0.07	10	2023-06-11 16:29:36	2023-06-11 16:29:36
1171	20c6cf9b66	27	0.21	10	2023-06-11 16:30:30	2023-06-11 16:30:30
1172	20c6cf9b66	37	-0.49	10	2023-06-11 16:31:44	2023-06-11 16:31:44
1173	20c6cf9b66	31	-0.07	10	2023-06-11 16:32:42	2023-06-11 16:32:42
1174	3c238f8339	31	-0.07	10	2023-06-12 01:01:25	2023-06-12 01:01:25
1175	3c238f8339	44	-0.99	10	2023-06-12 01:02:49	2023-06-12 01:02:49
1176	bda1283c07	35	-0.35	10	2023-06-12 08:59:25	2023-06-12 08:59:25
1177	fff8c30e58	25	0.35	10	2023-06-12 13:20:18	2023-06-12 13:20:18
1178	20c6cf9b66	35	-0.35	10	2023-06-12 19:40:44	2023-06-12 19:40:44
1179	1309e0c93b	23	0.49	10	2023-06-12 21:16:09	2023-06-12 21:16:09
1180	1309e0c93b	36	-0.42	10	2023-06-12 21:17:22	2023-06-12 21:17:22
1181	1309e0c93b	30	0.00	10	2023-06-12 21:18:20	2023-06-12 21:18:20
1182	1309e0c93b	31	-0.07	10	2023-06-12 21:19:19	2023-06-12 21:19:19
1183	59b5d6e957	31	-0.07	10	2023-06-12 21:19:25	2023-06-12 21:19:25
1184	1309e0c93b	25	0.35	10	2023-06-12 21:20:19	2023-06-12 21:20:19
1185	59b5d6e957	35	-0.35	10	2023-06-12 21:20:35	2023-06-12 21:20:35
1186	59b5d6e957	32	-0.14	10	2023-06-12 21:21:28	2023-06-12 21:21:28
1187	59b5d6e957	35	-0.35	10	2023-06-12 21:22:31	2023-06-12 21:22:31
1188	1309e0c93b	31	-0.07	10	2023-06-12 21:22:32	2023-06-12 21:22:32
1189	59b5d6e957	34	-0.28	10	2023-06-12 21:23:28	2023-06-12 21:23:28
1190	1309e0c93b	31	-0.07	10	2023-06-12 21:23:31	2023-06-12 21:23:31
1191	59b5d6e957	21	0.64	10	2023-06-12 21:24:01	2023-06-12 21:24:01
1192	59b5d6e957	26	0.28	10	2023-06-12 21:24:45	2023-06-12 21:24:45
1193	59b5d6e957	31	-0.07	10	2023-06-12 21:25:45	2023-06-12 21:25:45
1194	59b5d6e957	26	0.28	10	2023-06-12 21:26:32	2023-06-12 21:26:32
1195	59b5d6e957	27	0.21	10	2023-06-13 05:55:44	2023-06-13 05:55:44
1196	59b5d6e957	31	-0.07	10	2023-06-13 06:42:50	2023-06-13 06:42:50
1197	59b5d6e957	16	0.99	10	2023-06-13 06:43:44	2023-06-13 06:43:44
1198	fff8c30e58	30	0.00	10	2023-06-13 13:06:57	2023-06-13 13:06:57
1199	fff8c30e58	31	-0.07	10	2023-06-13 13:07:25	2023-06-13 13:07:25
1200	fff8c30e58	25	0.35	10	2023-06-13 13:07:47	2023-06-13 13:07:47
1201	7d83126d79	33	-0.21	10	2023-06-13 17:29:58	2023-06-13 17:29:58
1202	8c0e8dcf0f	30	0.00	10	2023-06-14 00:35:30	2023-06-14 00:35:30
1203	54e9c8b08d	27	0.21	10	2023-06-14 01:33:33	2023-06-14 01:33:33
1204	59b5d6e957	32	-0.14	10	2023-06-14 05:20:19	2023-06-14 05:20:19
1205	59b5d6e957	26	0.28	10	2023-06-14 05:21:06	2023-06-14 05:21:06
1206	59b5d6e957	33	-0.21	10	2023-06-14 05:22:16	2023-06-14 05:22:16
1207	59b5d6e957	31	-0.07	10	2023-06-14 05:23:18	2023-06-14 05:23:18
1208	59b5d6e957	34	-0.28	10	2023-06-14 05:24:22	2023-06-14 05:24:22
1209	59b5d6e957	37	-0.49	10	2023-06-14 05:25:28	2023-06-14 05:25:28
1210	59b5d6e957	32	-0.14	10	2023-06-14 05:26:17	2023-06-14 05:26:17
1211	59b5d6e957	25	0.35	10	2023-06-14 05:27:15	2023-06-14 05:27:15
1212	59b5d6e957	42	-0.85	10	2023-06-14 05:28:23	2023-06-14 05:28:23
1213	59b5d6e957	31	-0.07	10	2023-06-14 05:29:28	2023-06-14 05:29:28
1214	59b5d6e957	24	0.42	10	2023-06-14 05:33:26	2023-06-14 05:33:26
1215	59b5d6e957	30	0.00	10	2023-06-14 05:34:26	2023-06-14 05:34:26
1216	59b5d6e957	27	0.21	10	2023-06-14 05:35:30	2023-06-14 05:35:30
1217	59b5d6e957	30	0.00	10	2023-06-14 05:42:06	2023-06-14 05:42:06
1218	59b5d6e957	29	0.07	10	2023-06-14 05:42:59	2023-06-14 05:42:59
1219	59b5d6e957	28	0.14	10	2023-06-14 05:43:52	2023-06-14 05:43:52
1220	59b5d6e957	27	0.21	10	2023-06-14 05:45:06	2023-06-14 05:45:06
1221	59b5d6e957	29	0.07	10	2023-06-14 06:15:18	2023-06-14 06:15:18
1222	59b5d6e957	19	0.78	10	2023-06-14 07:45:16	2023-06-14 07:45:16
1223	fff8c30e58	34	-0.28	10	2023-06-14 13:41:20	2023-06-14 13:41:20
1224	fff8c30e58	35	-0.35	10	2023-06-14 13:41:52	2023-06-14 13:41:52
1225	fff8c30e58	33	-0.21	10	2023-06-14 13:42:17	2023-06-14 13:42:17
1226	fff8c30e58	28	0.14	10	2023-06-14 13:42:41	2023-06-14 13:42:41
1227	fff8c30e58	32	-0.14	10	2023-06-14 13:43:09	2023-06-14 13:43:09
1228	fff8c30e58	26	0.28	10	2023-06-14 13:43:33	2023-06-14 13:43:33
1229	fff8c30e58	20	0.71	10	2023-06-14 13:43:54	2023-06-14 13:43:54
